token_id,token,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15
42,guides,-0.009417,0.010064,0.002608,-0.002632,-0.001184,0.002916,-0.004642,0.002329,0.014557,-0.001424,-0.000694,-0.014009,0.007536,-0.018819,0.007085,-0.001827
43,has,-0.004144,0.001557,-0.012763,0.014139,-0.001693,-0.002568,0.013932,-0.007845,0.001586,-0.012814,-0.004745,-0.013616,-0.004240,-0.002994,0.004893,0.002383
44,improves,0.003400,0.006401,-0.010736,-0.001986,-0.007664,-0.005512,-0.020590,-0.011644,-0.013428,-0.000751,-0.005326,0.002470,0.016368,-0.004243,-0.006438,-0.003521
45,increases,0.007815,-0.000931,-0.003284,0.008456,-0.005598,0.004010,0.009053,-0.003665,-0.007560,-0.016449,0.004283,-0.004384,-0.002511,0.014461,0.009233,0.002228
46,insight,0.004714,0.011599,0.001845,0.009357,0.005852,0.001683,-0.015258,0.000666,-0.004811,-0.007329,0.001290,-0.001653,0.006393,0.007258,0.008846,0.005679
47,into,0.003761,0.003219,-0.005451,-0.012016,0.011990,-0.000790,-0.006627,-0.005048,-0.014349,-0.028244,-0.008797,-0.020817,-0.001872,0.014249,-0.012140,-0.007342
48,is,0.008610,-0.005248,-0.024726,-0.003692,-0.003626,0.011497,0.000516,0.012176,-0.018211,0.011767,0.005221,-0.007639,-0.003686,0.007266,0.010573,-0.008503
49,labels,-0.002645,-0.010310,0.000549,-0.018990,-0.005487,-0.007800,-0.006729,-0.006516,0.010774,-0.001124,0.004262,-0.007117,-0.024316,0.010559,0.019528,-0.010815
50,limitations,-0.008987,-0.003470,-0.010288,-0.023455,0.004068,0.009159,0.009712,-0.001619,-0.004214,-0.005887,0.005179,-0.007206,-0.001474,0.018918,-0.003197,-0.005941
51,making,-0.006034,0.002681,0.007039,-0.033174,0.017167,0.004682,0.017881,0.002993,0.003915,-0.006799,-0.000991,-0.001076,-0.012754,-0.019421,0.004062,-0.019435
52,manual,-0.020310,0.006453,-0.017546,0.007711,-0.000551,-0.006175,0.014764,-0.003479,0.006044,0.003533,0.001566,-0.007703,0.001250,0.011697,0.013129,-0.013111
53,means,0.006667,0.008664,-0.023873,0.005094,0.023256,-0.017789,0.003182,0.001367,-0.010735,-0.008396,0.011581,-0.007111,0.004875,0.008655,-0.007924,-0.010796
54,measurement,-0.017416,-0.007220,0.002109,-0.001647,-0.001544,-0.023243,0.010584,-0.003320,0.004407,0.009009,-0.001343,-0.006755,0.009845,0.005493,0.005278,-0.002606
55,measures,-0.016845,0.022338,-0.019399,-0.007791,0.011914,0.006060,0.012525,0.002187,0.002871,0.010106,-0.006953,0.003081,-0.000444,-0.005776,-0.005837,-0.019979
56,metric,0.004833,-0.003895,0.023210,-0.009897,-0.005920,-0.007314,0.010133,-0.003212,0.011901,0.004049,-0.005743,-0.023516,0.003163,0.019068,0.000316,0.012911
57,misleading,0.006541,0.007730,-0.007013,0.021166,0.005322,-0.002666,0.012938,-0.009538,-0.009576,-0.011831,-0.011944,-0.011753,-0.001682,0.018969,-0.002246,-0.002281
58,model,0.012926,0.013566,0.006659,-0.008739,-0.004938,-0.010734,-0.013020,0.019482,-0.018985,-0.006987,0.006579,0.018776,-0.016718,0.000937,-0.000764,-0.008904
59,must,0.001167,0.006864,0.009768,0.008560,0.002666,0.000172,-0.014192,-0.006992,0.007921,0.024362,-0.000968,-0.001793,0.014392,-0.004248,-0.004900,0.008565
60,name,0.007522,-0.032965,0.007920,-0.015177,0.003372,-0.000504,-0.018056,0.003220,-0.000544,0.015686,-0.011839,-0.000680,0.010514,-0.002017,-0.015299,-0.008779
61,not,0.016190,0.002695,-0.003278,-0.012379,-0.006530,-0.008089,-0.032757,0.004019,0.009270,0.018307,-0.001542,0.007152,-0.007416,0.018078,0.009165,0.008038
62,numbers,-0.001723,-0.014055,-0.008856,0.002256,-0.005041,-0.006972,0.007918,-0.014681,-0.013849,0.020512,-0.012693,-0.003124,-0.009114,-0.007342,-0.020197,-0.018334
63,numeric,0.001937,-0.001609,-0.012211,0.002704,-0.014455,0.004668,0.015523,-0.003189,0.000729,0.000076,0.015810,-0.026667,-0.024205,-0.003754,0.002348,-0.000520
64,observations,-0.014308,-0.013037,0.003871,0.007057,-0.002539,0.002211,0.008970,0.010187,0.002532,-0.005496,0.004343,-0.005310,-0.008939,-0.000546,0.014522,-0.012689
65,of,-0.005902,-0.007276,0.012255,-0.000168,-0.009922,-0.019171,-0.005737,0.003116,0.010793,-0.000037,0.001755,-0.004078,0.001475,0.000076,0.020072,-0.011815
66,on,0.006951,0.004416,-0.015077,0.026751,-0.001815,0.000488,-0.002825,0.005409,-0.006947,-0.006533,0.005084,0.005059,-0.013782,-0.004771,-0.004972,0.005129
67,or,0.006787,0.009855,-0.005073,-0.006169,-0.002260,-0.010658,-0.007526,0.014627,0.020542,0.022311,0.006001,-0.013396,0.012405,0.006809,-0.000352,-0.001026
68,ordered,0.001881,-0.000408,0.021505,-0.015097,-0.003969,0.000831,0.003167,-0.003365,0.009487,0.014021,-0.012621,0.014277,0.014311,-0.004060,0.007361,-0.004770
69,outcome,0.020871,0.002968,0.000380,-0.011006,0.002773,-0.001875,0.017288,0.004974,0.006227,-0.016396,-0.000817,-0.008521,0.010612,0.004653,0.004088,-0.006290
70,oversight,0.006598,0.013495,-0.002783,-0.010780,0.010797,0.007963,0.003720,0.009904,0.007091,-0.002901,-0.002780,0.002663,0.012102,0.002278,-0.000450,-0.003895
71,performance,-0.004008,-0.010075,-0.011651,0.009460,0.006537,-0.008264,-0.001806,0.008614,0.000952,0.012646,-0.011583,-0.003731,-0.009520,-0.010038,-0.012645,0.004135
72,pipeline,-0.007228,-0.009588,0.002409,-0.000134,-0.000282,0.007320,-0.011344,-0.003078,-0.001437,-0.001112,0.006974,0.009645,0.001391,-0.002251,0.003786,-0.000490
73,practice,0.003456,-0.002643,-0.009776,0.007786,-0.000671,0.004935,0.004799,0.005538,0.025508,-0.007386,-0.013885,-0.010057,0.008232,-0.001581,0.025809,0.011057
74,prediction,0.012720,0.004104,0.001942,0.000614,-0.001799,-0.011611,-0.016190,0.006649,0.002966,-0.004637,-0.004478,0.000173,-0.001282,-0.018423,-0.013479,0.000545
75,probabilistic,-0.009943,-0.013558,0.004240,0.010024,0.001263,0.000042,-0.011478,0.002247,0.004971,-0.011308,-0.007764,-0.006622,0.005745,-0.010670,-0.006898,-0.004655
76,question,0.002818,-0.005480,-0.004033,0.002063,0.009186,-0.001423,0.003937,0.000607,-0.015614,0.008316,0.017857,-0.011224,0.004399,-0.011747,-0.002137,0.006085
77,reality,0.009640,0.008773,-0.002180,-0.016793,-0.023059,-0.004856,0.009984,-0.002222,-0.010992,-0.015740,0.007196,0.017553,0.007672,0.002824,0.012807,-0.006311
78,records,0.003356,0.001668,0.006303,-0.014277,-0.004700,0.005764,-0.011381,-0.021304,0.004310,-0.013838,0.018712,-0.002129,-0.006361,0.008159,0.026544,-0.003836
79,reduces,-0.003419,0.009456,-0.007716,-0.001523,0.014825,0.001319,0.002375,0.004397,0.010810,-0.004645,-0.001981,-0.006195,0.003430,0.001292,0.010928,-0.010154
80,repeatability,0.005236,-0.011189,0.005178,-0.002785,-0.002595,-0.012816,-0.001876,-0.004302,0.012345,0.006395,0.003438,0.007110,0.010088,-0.003404,-0.012706,-0.005813
81,repeated,-0.010768,-0.000089,0.014157,-0.000227,0.020854,-0.025052,0.013371,0.004578,0.017898,0.012511,0.007463,0.018433,-0.006322,-0.007580,-0.004750,-0.005903
82,representation,0.004804,-0.004175,0.005904,-0.005846,-0.003263,-0.009161,-0.003852,0.010980,0.004555,0.000230,-0.012327,-0.018793,-0.005261,-0.005720,-0.013933,-0.005035
83,represents,0.001285,-0.003407,-0.006513,0.018933,-0.003236,0.000638,0.002363,-0.006419,-0.006497,0.026918,0.009305,0.005847,0.002843,0.002476,-0.020620,0.014484
84,reproducibility,0.001111,-0.002571,0.010173,0.003186,0.006845,-0.006436,0.014639,-0.001062,0.010819,-0.011300,-0.005320,-0.001018,0.007550,0.001661,0.000298,-0.003253
85,require,-0.006585,-0.003570,-0.011032,0.011883,0.000241,-0.005430,0.022433,-0.002058,0.002884,0.011783,0.000609,0.008258,0.001101,-0.017321,0.011137,0.001945
86,requires,-0.013102,-0.001886,-0.004412,0.021622,-0.007539,0.026528,0.000117,0.000168,0.004811,-0.019548,0.007845,0.021510,0.003867,0.031043,0.005835,0.000785
87,responsible,-0.013411,-0.003676,-0.002793,-0.000216,-0.012671,0.003284,-0.007099,-0.007599,-0.006652,0.004457,0.005360,0.001823,-0.010875,-0.005848,-0.010836,0.019217
88,results,-0.005605,0.015047,0.007119,-0.002117,0.008954,-0.019039,0.014767,0.011876,0.009878,0.011158,0.000872,0.001458,0.000609,0.007358,-0.010110,0.006184
89,reuse,0.016239,0.012035,0.013219,-0.008013,0.003603,0.013659,0.007636,0.015261,-0.010930,-0.011566,-0.011772,-0.002873,-0.002596,-0.006932,-0.021501,-0.012482
90,rows,0.009257,-0.007532,-0.022069,-0.013895,-0.009008,-0.003992,0.011538,-0.012654,0.006891,0.002073,-0.009111,-0.013671,0.006477,-0.003217,-0.005951,-0.005769
91,sequence,0.010693,-0.016525,-0.003435,0.012445,0.003142,0.024768,0.007306,-0.007257,0.001241,-0.004061,-0.008842,-0.019747,-0.002536,0.001398,-0.013786,-0.000884
92,simplified,-0.017066,0.010541,-0.003956,0.011550,0.006458,-0.003978,-0.004860,-0.007709,0.005604,-0.004275,0.015051,0.000794,-0.010367,0.010101,-0.009921,-0.014073
93,steps,-0.006262,0.009423,-0.004465,0.017910,-0.016630,0.005438,-0.022818,0.007881,-0.012603,0.004317,0.003433,0.000313,-0.003637,0.012420,-0.010918,0.001228
94,stores,-0.012452,0.011960,0.006785,-0.002883,0.007635,0.016857,-0.007415,-0.002876,0.010018,0.001186,-0.006675,0.006250,0.002442,-0.008481,0.012210,0.003399
95,structured,0.003967,0.004109,-0.005112,0.000835,0.001537,-0.008693,-0.003887,0.010558,0.003257,0.007617,-0.004855,-0.001859,-0.006522,0.003758,0.009832,0.001330
96,summarizes,-0.000576,0.002851,-0.006616,-0.014164,-0.004516,0.006781,-0.000638,0.020328,0.004034,-0.019169,0.002847,0.011342,-0.000231,-0.016210,-0.014021,-0.012107
97,supports,0.020276,0.024014,0.009315,-0.003455,-0.000432,0.007404,-0.019076,0.011285,0.008396,0.019259,-0.007498,-0.015254,-0.005352,-0.014110,0.008764,-0.012618
98,systematic,0.018113,0.004931,-0.002589,-0.007438,-0.013503,0.008594,-0.017097,-0.000959,0.005861,-0.004325,0.007828,-0.001946,0.000582,0.015087,-0.003514,0.000589
99,the,-0.005002,-0.003771,-0.000699,0.005823,-0.005135,-0.001554,-0.024087,-0.004111,0.016759,0.000592,0.014075,-0.011724,-0.002806,0.006249,0.000734,0.007980
100,to,0.009711,-0.000902,0.015870,0.007357,-0.008887,0.009866,-0.003437,-0.016611,-0.008899,0.002523,0.017211,-0.003580,-0.019072,0.005842,-0.012615,0.000034
101,transforms,0.019234,-0.010342,0.001605,0.005688,-0.003150,0.011393,0.008424,0.002176,0.018830,0.006595,0.010190,0.003137,-0.002735,0.004850,0.008734,-0.019295
102,transparency,0.002648,0.003866,0.002612,0.002288,-0.002303,-0.003086,0.010418,-0.003066,0.003579,0.011950,-0.001586,-0.000269,-0.013365,-0.004204,-0.007392,-0.017878
103,trust,0.012179,-0.016782,-0.017188,0.007417,-0.005489,0.008705,-0.012568,-0.012071,-0.005705,0.011724,0.005468,0.013643,-0.004449,0.007940,0.007387,-0.005188
104,turns,0.009361,0.009106,-0.003526,0.003436,-0.019416,-0.000203,0.001342,-0.001864,-0.013580,0.016143,0.008718,0.011338,0.004209,-0.001875,-0.003681,-0.010943
105,type,0.002208,-0.005456,-0.009120,0.016072,0.002047,0.013453,-0.018099,-0.008358,0.000458,-0.000660,-0.019322,-0.003035,0.000220,0.002047,0.003506,0.005190
106,unstructured,0.004238,-0.009090,-0.003229,0.009458,0.006086,-0.015093,0.013346,0.003570,0.007939,-0.001690,-0.006182,-0.001708,-0.002750,-0.000982,0.004211,-0.026573
107,using,0.004059,0.008638,-0.001554,-0.015583,0.010783,-0.009856,0.018403,-0.001037,0.011016,-0.016338,0.001119,-0.004966,-0.004371,-0.000041,-0.019683,-0.005581
108,value,0.004636,-0.013678,0.020549,0.014817,-0.007213,-0.011763,-0.014851,-0.007284,0.009692,-0.007834,0.006580,-0.002825,-0.000362,0.013007,0.006463,-0.001659
109,values,0.009989,-0.010335,0.014341,-0.011221,0.019099,-0.000648,-0.008526,-0.009594,0.002398,-0.008856,0.013950,0.006115,-0.007743,-0.004656,0.008544,0.004422
110,variable,0.007417,-0.006216,-0.004182,-0.002745,-0.006708,0.000089,0.008837,-0.008302,-0.015336,0.006545,0.012002,-0.001986,-0.005528,0.005455,-0.013090,-0.009376
111,work,-0.005597,0.002812,-0.004416,0.004344,-0.009525,0.001450,-0.019863,-0.021908,0.003974,0.005948,-0.008068,-0.006871,-0.009967,0.007626,-0.012641,-0.020287
